"library","version","artifact","publishDate","latestPatch","latestPatchPublishDate","patchStatus","groupId","versionTotalCveCount","versionCriticalCveCount","versionHighCveCount","latestPatchTotalCveCount","latestPatchCriticalCveCount","latestPatchHighCveCount","daysBetweenManagedAndLatestVersions","daysSinceLatestPatch"
"jetty-quickstart","9.4.53.v20231009","jetty-quickstart","2023-10-09","9.4.53.v20231009","","skipped: not 3-part semver","org.eclipse.jetty","0","0","0","0","0","0","",""
"jetty-reactive-httpclient","1.1.15","jetty-reactive-httpclient","2023-10-17","1.1.19","unknown","update-available","org.eclipse.jetty","0","0","0","0","0","0","",""
"jetty-rewrite","9.4.53.v20231009","jetty-rewrite","2023-10-09","9.4.53.v20231009","","skipped: not 3-part semver","org.eclipse.jetty","0","0","0","0","0","0","",""
"jetty-security","9.4.53.v20231009","jetty-security","2023-10-09","9.4.53.v20231009","","skipped: not 3-part semver","org.eclipse.jetty","0","0","0","0","0","0","",""
"jetty-server","9.4.53.v20231009","jetty-server","2023-10-09","9.4.53.v20231009","","skipped: not 3-part semver","org.eclipse.jetty","2","0","1","2","0","1","",""
"jetty-servlet","9.4.53.v20231009","jetty-servlet","2023-10-09","9.4.53.v20231009","","skipped: not 3-part semver","org.eclipse.jetty","0","0","0","0","0","0","",""
"jetty-servlets","9.4.53.v20231009","jetty-servlets","2023-10-09","9.4.53.v20231009","","skipped: not 3-part semver","org.eclipse.jetty","1","0","0","1","0","0","",""
"jetty-spring","9.4.53.v20231009","jetty-spring","2023-10-09","9.4.53.v20231009","","skipped: not 3-part semver","org.eclipse.jetty","0","0","0","0","0","0","",""
"jetty-unixsocket","9.4.53.v20231009","jetty-unixsocket","2023-10-09","9.4.53.v20231009","","skipped: not 3-part semver","org.eclipse.jetty","0","0","0","0","0","0","",""
"jetty-util","9.4.53.v20231009","jetty-util","2023-10-09","9.4.53.v20231009","","skipped: not 3-part semver","org.eclipse.jetty","0","0","0","0","0","0","",""
"jetty-util-ajax","9.4.53.v20231009","jetty-util-ajax","2023-10-09","9.4.53.v20231009","","skipped: not 3-part semver","org.eclipse.jetty","0","0","0","0","0","0","",""
"jetty-webapp","9.4.53.v20231009","jetty-webapp","2023-10-09","9.4.53.v20231009","","skipped: not 3-part semver","org.eclipse.jetty","0","0","0","0","0","0","",""
"jetty-xml","9.4.53.v20231009","jetty-xml","2023-10-09","9.4.53.v20231009","","skipped: not 3-part semver","org.eclipse.jetty","0","0","0","0","0","0","",""
"fcgi-client","9.4.53.v20231009","fcgi-client","2023-10-09","9.4.53.v20231009","","skipped: not 3-part semver","org.eclipse.jetty.fcgi","0","0","0","0","0","0","",""
"fcgi-server","9.4.53.v20231009","fcgi-server","2023-10-09","9.4.53.v20231009","","skipped: not 3-part semver","org.eclipse.jetty.fcgi","0","0","0","0","0","0","",""
"jetty-gcloud-session-manager","9.4.53.v20231009","jetty-gcloud-session-manager","2023-10-09","9.4.53.v20231009","","skipped: not 3-part semver","org.eclipse.jetty.gcloud","0","0","0","0","0","0","",""
"http2-client","9.4.53.v20231009","http2-client","2023-10-09","9.4.53.v20231009","","skipped: not 3-part semver","org.eclipse.jetty.http2","0","0","0","0","0","0","",""
"http2-common","9.4.53.v20231009","http2-common","2023-10-09","9.4.53.v20231009","","skipped: not 3-part semver","org.eclipse.jetty.http2","2","0","2","2","0","2","",""
"http2-hpack","9.4.53.v20231009","http2-hpack","2023-10-09","9.4.53.v20231009","","skipped: not 3-part semver","org.eclipse.jetty.http2","0","0","0","0","0","0","",""
"http2-http-client-transport","9.4.53.v20231009","http2-http-client-transport","2023-10-09","9.4.53.v20231009","","skipped: not 3-part semver","org.eclipse.jetty.http2","0","0","0","0","0","0","",""
"http2-server","9.4.53.v20231009","http2-server","2023-10-09","9.4.53.v20231009","","skipped: not 3-part semver","org.eclipse.jetty.http2","0","0","0","0","0","0","",""
"jetty-memcached-sessions","9.4.53.v20231009","jetty-memcached-sessions","2023-10-09","9.4.53.v20231009","","skipped: not 3-part semver","org.eclipse.jetty.memcached","0","0","0","0","0","0","",""
"javax.servlet.jsp","2.2.0.v201112011158","javax.servlet.jsp","2011-12-07","2.2.0.v201112011158","","skipped: not 3-part semver","org.eclipse.jetty.orbit","0","0","0","0","0","0","",""
"jetty-httpservice","9.4.53.v20231009","jetty-httpservice","2023-10-09","9.4.53.v20231009","","skipped: not 3-part semver","org.eclipse.jetty.osgi","0","0","0","0","0","0","",""
"jetty-osgi-boot","9.4.53.v20231009","jetty-osgi-boot","2023-10-09","9.4.53.v20231009","","skipped: not 3-part semver","org.eclipse.jetty.osgi","0","0","0","0","0","0","",""
"jetty-osgi-boot-jsp","9.4.53.v20231009","jetty-osgi-boot-jsp","2023-10-09","9.4.53.v20231009","","skipped: not 3-part semver","org.eclipse.jetty.osgi","0","0","0","0","0","0","",""
"jetty-osgi-boot-warurl","9.4.53.v20231009","jetty-osgi-boot-warurl","2023-10-09","9.4.53.v20231009","","skipped: not 3-part semver","org.eclipse.jetty.osgi","0","0","0","0","0","0","",""
"javax-websocket-client-impl","9.4.53.v20231009","javax-websocket-client-impl","2023-10-09","9.4.53.v20231009","","skipped: not 3-part semver","org.eclipse.jetty.websocket","0","0","0","0","0","0","",""
"javax-websocket-server-impl","9.4.53.v20231009","javax-websocket-server-impl","2023-10-09","9.4.53.v20231009","","skipped: not 3-part semver","org.eclipse.jetty.websocket","0","0","0","0","0","0","",""
"websocket-api","9.4.53.v20231009","websocket-api","2023-10-09","9.4.53.v20231009","","skipped: not 3-part semver","org.eclipse.jetty.websocket","0","0","0","0","0","0","",""
"websocket-client","9.4.53.v20231009","websocket-client","2023-10-09","9.4.53.v20231009","","skipped: not 3-part semver","org.eclipse.jetty.websocket","0","0","0","0","0","0","",""
"websocket-common","9.4.53.v20231009","websocket-common","2023-10-09","9.4.53.v20231009","","skipped: not 3-part semver","org.eclipse.jetty.websocket","0","0","0","0","0","0","",""
"websocket-server","9.4.53.v20231009","websocket-server","2023-10-09","9.4.53.v20231009","","skipped: not 3-part semver","org.eclipse.jetty.websocket","0","0","0","0","0","0","",""
"websocket-servlet","9.4.53.v20231009","websocket-servlet","2023-10-09","9.4.53.v20231009","","skipped: not 3-part semver","org.eclipse.jetty.websocket","0","0","0","0","0","0","",""
"ehcache","3.10.8","ehcache","2022-11-21","3.10.9","unknown","update-available","org.ehcache","0","0","0","0","0","0","",""
"ehcache-clustered","3.10.8","ehcache-clustered","2022-11-21","3.10.9","unknown","update-available","org.ehcache","0","0","0","0","0","0","",""
"ehcache-transactions","3.10.8","ehcache-transactions","2022-11-21","3.10.9","unknown","update-available","org.ehcache","0","0","0","0","0","0","",""
"elasticsearch","7.17.15","elasticsearch","2023-11-10","7.17.29","2025-06-24","update-available","org.elasticsearch","9","0","0","3","0","0","592","217"
"elasticsearch-rest-client","7.17.15","elasticsearch-rest-client","2023-11-10","7.17.29","2025-06-24","update-available","org.elasticsearch.client","0","0","0","0","0","0","592","217"
"elasticsearch-rest-client-sniffer","7.17.15","elasticsearch-rest-client-sniffer","2023-11-10","7.17.29","2025-06-24","update-available","org.elasticsearch.client","0","0","0","0","0","0","592","217"
"elasticsearch-rest-high-level-client","7.17.15","elasticsearch-rest-high-level-client","2023-11-10","7.17.29","2025-06-24","update-available","org.elasticsearch.client","0","0","0","0","0","0","592","217"
"transport","7.17.15","transport","2023-11-10","7.17.29","2025-06-24","update-available","org.elasticsearch.client","0","0","0","0","0","0","592","217"
"elasticsearch","7.17.15","elasticsearch","2023-11-10","7.17.29","2025-06-24","update-available","org.elasticsearch.distribution.integ-test-zip","0","0","0","0","0","0","592","217"
"transport-netty4-client","7.17.15","transport-netty4-client","2023-11-10","7.17.29","2025-06-24","update-available","org.elasticsearch.plugin","0","0","0","0","0","0","592","217"
"jaybird","4.0.9.java8","jaybird","2023-01-31","4.0.9.java8","","skipped: not 3-part semver","org.firebirdsql.jdbc","0","0","0","0","0","0","",""
"jaybird-jdk18","4.0.9.java8","jaybird-jdk18","2023-01-31","4.0.9.java8","","skipped: not 3-part semver","org.firebirdsql.jdbc","0","0","0","0","0","0","",""
"flyway-core","8.5.13","flyway-core","2022-06-16","8.5.13","2022-06-16","up-to-date","org.flywaydb","0","0","0","0","0","0","0","1321"
"flyway-firebird","8.5.13","flyway-firebird","2022-06-16","8.5.13","2022-06-16","up-to-date","org.flywaydb","0","0","0","0","0","0","0","1321"
"flyway-mysql","8.5.13","flyway-mysql","2022-06-16","8.5.13","2022-06-16","up-to-date","org.flywaydb","0","0","0","0","0","0","0","1321"
"flyway-sqlserver","8.5.13","flyway-sqlserver","2022-06-16","8.5.13","2022-06-16","up-to-date","org.flywaydb","0","0","0","0","0","0","0","1321"
"freemarker","2.3.32","freemarker","2023-01-06","2.3.34","2024-12-08","update-available","org.freemarker","0","0","0","0","0","0","702","415"
"jakarta.el","3.0.4","jakarta.el","2021-08-25","3.0.4","2021-08-25","up-to-date","org.glassfish","0","0","0","0","0","0","0","1616"
"codemodel","2.3.9","codemodel","2023-10-13","2.3.9","2023-10-13","up-to-date","org.glassfish.jaxb","0","0","0","0","0","0","0","837"
"codemodel-annotation-compiler","2.3.9","codemodel-annotation-compiler","2023-10-13","2.3.9","2023-10-13","up-to-date","org.glassfish.jaxb","0","0","0","0","0","0","0","837"
"jaxb-jxc","2.3.9","jaxb-jxc","2023-10-13","2.3.9","2023-10-13","up-to-date","org.glassfish.jaxb","0","0","0","0","0","0","0","837"
"jaxb-runtime","2.3.9","jaxb-runtime","2023-10-13","2.3.9","2023-10-13","up-to-date","org.glassfish.jaxb","0","0","0","0","0","0","0","837"
"jaxb-xjc","2.3.9","jaxb-xjc","2023-10-13","2.3.9","2023-10-13","up-to-date","org.glassfish.jaxb","0","0","0","0","0","0","0","837"
"txw2","2.3.9","txw2","2023-10-13","2.3.9","2023-10-13","up-to-date","org.glassfish.jaxb","0","0","0","0","0","0","0","837"
"txwc2","2.3.9","txwc2","2023-10-13","2.3.9","2023-10-13","up-to-date","org.glassfish.jaxb","0","0","0","0","0","0","0","837"
"xsom","2.3.9","xsom","2023-10-13","2.3.9","2023-10-13","up-to-date","org.glassfish.jaxb","0","0","0","0","0","0","0","837"
"jaxrs-ri","2.35","jaxrs-ri","2021-09-03","2.35","","skipped: not 3-part semver","org.glassfish.jersey.bundles","0","0","0","0","0","0","",""
"jersey-apache-connector","2.35","jersey-apache-connector","2021-09-03","2.35","","skipped: not 3-part semver","org.glassfish.jersey.connectors","0","0","0","0","0","0","",""
"jersey-grizzly-connector","2.35","jersey-grizzly-connector","2021-09-03","2.35","","skipped: not 3-part semver","org.glassfish.jersey.connectors","0","0","0","0","0","0","",""
"jersey-helidon-connector","2.35","jersey-helidon-connector","2021-09-03","2.35","","skipped: not 3-part semver","org.glassfish.jersey.connectors","0","0","0","0","0","0","",""
"jersey-jdk-connector","2.35","jersey-jdk-connector","2021-09-03","2.35","","skipped: not 3-part semver","org.glassfish.jersey.connectors","0","0","0","0","0","0","",""
"jersey-jetty-connector","2.35","jersey-jetty-connector","2021-09-03","2.35","","skipped: not 3-part semver","org.glassfish.jersey.connectors","0","0","0","0","0","0","",""
"jersey-netty-connector","2.35","jersey-netty-connector","2021-09-03","2.35","","skipped: not 3-part semver","org.glassfish.jersey.connectors","0","0","0","0","0","0","",""
"jersey-container-grizzly2-http","2.35","jersey-container-grizzly2-http","2021-09-03","2.35","","skipped: not 3-part semver","org.glassfish.jersey.containers","0","0","0","0","0","0","",""
"jersey-container-grizzly2-servlet","2.35","jersey-container-grizzly2-servlet","2021-09-03","2.35","","skipped: not 3-part semver","org.glassfish.jersey.containers","0","0","0","0","0","0","",""
"jersey-container-jdk-http","2.35","jersey-container-jdk-http","2021-09-03","2.35","","skipped: not 3-part semver","org.glassfish.jersey.containers","0","0","0","0","0","0","",""
"jersey-container-jetty-http","2.35","jersey-container-jetty-http","2021-09-03","2.35","","skipped: not 3-part semver","org.glassfish.jersey.containers","0","0","0","0","0","0","",""
"jersey-container-jetty-servlet","2.35","jersey-container-jetty-servlet","2021-09-03","2.35","","skipped: not 3-part semver","org.glassfish.jersey.containers","0","0","0","0","0","0","",""
"jersey-container-netty-http","2.35","jersey-container-netty-http","2021-09-03","2.35","","skipped: not 3-part semver","org.glassfish.jersey.containers","0","0","0","0","0","0","",""
"jersey-container-servlet","2.35","jersey-container-servlet","2021-09-03","2.35","","skipped: not 3-part semver","org.glassfish.jersey.containers","0","0","0","0","0","0","",""
"jersey-container-servlet-core","2.35","jersey-container-servlet-core","2021-09-03","2.35","","skipped: not 3-part semver","org.glassfish.jersey.containers","0","0","0","0","0","0","",""
"jersey-container-simple-http","2.35","jersey-container-simple-http","2021-09-03","2.35","","skipped: not 3-part semver","org.glassfish.jersey.containers","0","0","0","0","0","0","",""
"jersey-gf-ejb","2.35","jersey-gf-ejb","2021-09-03","2.35","","skipped: not 3-part semver","org.glassfish.jersey.containers.glassfish","0","0","0","0","0","0","",""
"jersey-client","2.35","jersey-client","2021-09-03","2.35","","skipped: not 3-part semver","org.glassfish.jersey.core","0","0","0","0","0","0","",""
"jersey-common","2.35","jersey-common","2021-09-03","2.35","","skipped: not 3-part semver","org.glassfish.jersey.core","0","0","0","0","0","0","",""
"jersey-server","2.35","jersey-server","2021-09-03","2.35","","skipped: not 3-part semver","org.glassfish.jersey.core","0","0","0","0","0","0","",""
"jersey-bean-validation","2.35","jersey-bean-validation","2021-09-03","2.35","","skipped: not 3-part semver","org.glassfish.jersey.ext","0","0","0","0","0","0","",""
"jersey-declarative-linking","2.35","jersey-declarative-linking","2021-09-03","2.35","","skipped: not 3-part semver","org.glassfish.jersey.ext","0","0","0","0","0","0","",""
"jersey-entity-filtering","2.35","jersey-entity-filtering","2021-09-03","2.35","","skipped: not 3-part semver","org.glassfish.jersey.ext","0","0","0","0","0","0","",""
"jersey-metainf-services","2.35","jersey-metainf-services","2021-09-03","2.35","","skipped: not 3-part semver","org.glassfish.jersey.ext","0","0","0","0","0","0","",""
"jersey-mvc","2.35","jersey-mvc","2021-09-03","2.35","","skipped: not 3-part semver","org.glassfish.jersey.ext","0","0","0","0","0","0","",""
"jersey-mvc-bean-validation","2.35","jersey-mvc-bean-validation","2021-09-03","2.35","","skipped: not 3-part semver","org.glassfish.jersey.ext","0","0","0","0","0","0","",""
"jersey-mvc-freemarker","2.35","jersey-mvc-freemarker","2021-09-03","2.35","","skipped: not 3-part semver","org.glassfish.jersey.ext","0","0","0","0","0","0","",""
"jersey-mvc-jsp","2.35","jersey-mvc-jsp","2021-09-03","2.35","","skipped: not 3-part semver","org.glassfish.jersey.ext","0","0","0","0","0","0","",""
"jersey-mvc-mustache","2.35","jersey-mvc-mustache","2021-09-03","2.35","","skipped: not 3-part semver","org.glassfish.jersey.ext","0","0","0","0","0","0","",""
"jersey-proxy-client","2.35","jersey-proxy-client","2021-09-03","2.35","","skipped: not 3-part semver","org.glassfish.jersey.ext","0","0","0","0","0","0","",""
"jersey-servlet-portability","2.35","jersey-servlet-portability","2021-09-03","2.35","","skipped: not 3-part semver","org.glassfish.jersey.ext","0","0","0","0","0","0","",""
"jersey-spring4","2.35","jersey-spring4","2021-09-03","2.35","","skipped: not 3-part semver","org.glassfish.jersey.ext","0","0","0","0","0","0","",""
"jersey-spring5","2.35","jersey-spring5","2021-09-03","2.35","","skipped: not 3-part semver","org.glassfish.jersey.ext","0","0","0","0","0","0","",""
"jersey-wadl-doclet","2.35","jersey-wadl-doclet","2021-09-03","2.35","","skipped: not 3-part semver","org.glassfish.jersey.ext","0","0","0","0","0","0","",""
"jersey-cdi-rs-inject","2.35","jersey-cdi-rs-inject","2021-09-03","2.35","","skipped: not 3-part semver","org.glassfish.jersey.ext.cdi","0","0","0","0","0","0","",""
"jersey-cdi1x","2.35","jersey-cdi1x","2021-09-03","2.35","","skipped: not 3-part semver","org.glassfish.jersey.ext.cdi","0","0","0","0","0","0","",""
"jersey-cdi1x-ban-custom-hk2-binding","2.35","jersey-cdi1x-ban-custom-hk2-binding","2021-09-03","2.35","","skipped: not 3-part semver","org.glassfish.jersey.ext.cdi","0","0","0","0","0","0","",""
"jersey-cdi1x-servlet","2.35","jersey-cdi1x-servlet","2021-09-03","2.35","","skipped: not 3-part semver","org.glassfish.jersey.ext.cdi","0","0","0","0","0","0","",""
"jersey-cdi1x-transaction","2.35","jersey-cdi1x-transaction","2021-09-03","2.35","","skipped: not 3-part semver","org.glassfish.jersey.ext.cdi","0","0","0","0","0","0","",""
